aircr_serial_num|aircr_mfrr|geo_location_lat_deg|geo_location_lat_dir|geo_location_lon_deg|geo_location_lon_dir|aircr_damage|aircr_fire|aircr_explosion
105-0395|Hughes|45.561|N|5.855|W|Substantial|None|None
